actuele-waterdata-reeksen-rijkswaterstaat,http://www.rijkswaterstaat.nl/apps/geoservices/rwsnl/?mode=features&projecttype=Chlorisiteit,400,Bad Request,3fcc2b32-60b8-49c4-beba-6cb3816d2e25
actuele-waterdata-reeksen-rijkswaterstaat,http://www.rws.nl/geotool/waterhoogte_tov_nap.aspx,0,"HTTPConnectionPool(host='www.rws.nl', port=80): Max retries exceeded with url: /geotool/waterhoogte_tov_nap.aspx (Caused by ReadTimeoutError(""HTTPConnectionPool(host='www.rws.nl', port=80): Read timed out. (read timeout=3)"",))",c82e3a89-f4f7-403f-a7cd-fc945de76e92
actuele-waterdata-reeksen-rijkswaterstaat-01,http://www.rijkswaterstaat.nl/apps/geoservices/rwsnl/?mode=features&projecttype=Chlorisiteit,400,Bad Request,16c87815-d92e-4b18-900b-4559dddbe911
actuele-waterdata-reeksen-rijkswaterstaat-01-02,http://www.rijkswaterstaat.nl/apps/geoservices/rwsnl/?mode=features&projecttype=Chlorisiteit,400,Bad Request,a54be25f-7100-4638-9ff9-49e0f4d4c7af
alle-kantoorlocaties-in-de-provincie-utrecht-inclusief-het-aantal-werkzame-personen,http://Server=sde; Service=sde:oracle$sde:oracle11g:geopp; User=verkeer; Version=SDE.DEFAULT?SERVICE=WMS&REQUEST=GetCapabilities,0,Failed to parse: Server=sde; Service=sde:oracle$sde:oracle11g:geopp; User=verkeer; Version=SDE.DEFAULT,c78338e1-af22-4b6b-a127-e8a488d84e2a
amsterdam-museum-as-edm-lod,http://eculture.cs.vu.nl/git/public/?p=econnect/metadata/AHM.git;a=tree;f=rdf,404,Not Found,93b6b5b4-9885-45ad-8d73-de451ad2c641
archeologisch-aandachtsgebied,http://\\Dattero\kgodata\Geo_Data\Metadata\metadata.gdb,0,"HTTPConnectionPool(host='%5C%5CDattero%5Ckgodata%5CGeo_Data%5CMetadata%5Cmetadata.gdb', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', gaierror(-2, 'Name or service not known')))",e9e26f00-5329-4af2-85ba-352790811a2d
archeologische-beleidskaart,http://geo.flevoland.nl/ArcGIS/services/Cultuurhist_Archeologie/ArcheologischeBeleidskaart/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,400,Bad Request,6db44889-17e9-4220-a659-8d64a5e04044
asbest-gebouwen-scholen,http://acg-prd:9093/geoserver/asbestscholenkaart/wms?SERVICE=WMS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='acg-prd', port=9093): Max retries exceeded with url: /geoserver/asbestscholenkaart/wms?SERVICE=WMS&REQUEST=GetCapabilities (Caused by ProtocolError('Connection aborted.', gaierror(-2, 'Name or service not known')))",686b8c65-a228-4dd0-af81-13fdadfc3daa
astronomische-getijextremen-rijkswateren,http://live.getij.nl/wsgetij/hwlw.php,0,"HTTPConnectionPool(host='live.getij.nl', port=80): Max retries exceeded with url: /wsgetij/hwlw.php (Caused by ProtocolError('Connection aborted.', gaierror(-2, 'Name or service not known')))",4e191b50-5315-4bb5-98b0-cb0c24e23dea
astronomische-getijextremen-rijkswateren-01,http://live.getij.nl/wsgetij/hwlw.php,0,"HTTPConnectionPool(host='live.getij.nl', port=80): Max retries exceeded with url: /wsgetij/hwlw.php (Caused by ProtocolError('Connection aborted.', gaierror(-2, 'Name or service not known')))",d6bfd145-3247-4351-8c11-375ce634fc0e
average-daily-temperature,ftp://data.knmi.nl/download/Tg1/4,0,500 service unavailable,2e8d0c6a-14db-47f3-8ddb-6791ceed1260
bedrijfsopleidingen-kerncijfers-93-05,http://opendata.cbs.nl/ODataFeed/OData/37931NED,0,"HTTPConnectionPool(host='opendata.cbs.nl', port=80): Max retries exceeded with url: /ODataFeed/OData/37931NED (Caused by ReadTimeoutError(""HTTPConnectionPool(host='opendata.cbs.nl', port=80): Read timed out. (read timeout=3)"",))",2cc9a1b9-a85d-4987-acb9-942f790a1513
bedrijventerreinen,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",6ee30cbc-645d-46f4-b6e9-4d7ff8b04d96
bedrijventerreinen-provincie-flevoland-nl-01,http://\\Dattero\kgodata\Geo_Data\Metadata\metadata.gdb,0,"HTTPConnectionPool(host='%5C%5CDattero%5Ckgodata%5CGeo_Data%5CMetadata%5Cmetadata.gdb', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', gaierror(-2, 'Name or service not known')))",841c3539-e14c-4be4-94fb-9c61ba1bd2c0
begrenzing-ehs-en-zone-ondernemen-met-natuur-en-water,http://gisopenbaar.overijssel.nl/data/wms?SERVICE=WMS&REQUEST=GetCapabilities,0,timed out,dbd882fe-841b-41d1-9976-3f22ee0aa744
beheergebied-ambitie-natuurbeheerplan-2015,http://geoservices.zuid-holland.nl/arcgis/services/Landelijk_gebied/Landelijk_gebied_NBP/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,400,Bad Request,e26b1e81-b61c-4e26-9e95-ab27a2d56d5c
beheergebied-natuurbeheerplan-2015,http://geoservices.zuid-holland.nl/arcgis/services/Landelijk_gebied/Landelijk_gebied_NBP/MapServer/WmsServer?SERVICE=WMS&REQUEST=GetCapabilities,400,Bad Request,77d5c990-7a74-4fef-825f-a7e4a706b128
belaste-woningen-a-g-v-gevaarlijke-stoffen-langs-wegen,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,f99f50c9-5931-4486-ad0f-c2240f60296c
belaste-woningen-a-g-v-gevaarlijk-transport-via-spoorwegen,http://geoservices.provincie-utrecht.nl/arcgis/services/m01-4_overlast_hinder_mgkp/MapServer?SERVICE=WMS&REQUEST=GetCapabilities,400,Bad Request,43435e04-4fdb-4e57-a220-cf9bb995bf7f
belaste-woningen-geluid-lden-railverkeer,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,1fe39991-d3cd-482e-9259-3b2e1a0f209f
belaste-woningen-geluid-wegverkeer-lden,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,4285e0ca-c84a-438a-b357-e9742c4498a6
belaste-woningen-geluid-wegverkeer-lden-01,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,b3bf1605-0eec-44f4-ada1-822f78925a35
belaste-woningen-geluid-wegverkeer-lden-provinciale-wegen,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,b91a3976-440e-4605-aa87-a0799ef176bc
belaste-woningen-no2,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0ac8a331-d156-4bf0-acaa-c6416c48fd2a
belaste-woningen-pm10,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,eeaceb34-3291-401a-a669-a4eaddf1bd61
bestaande-stads-en-dorpsgebieden-2014,http://geoservices.zuid-holland.nl/arcgis/services/wonen/Wonen/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,400,Bad Request,7dc65f40-a7f0-47d0-9797-2aa173745eb2
bestaande-stads-en-dorpsgebieden-2014,http://geoservices.zuid-holland.nl/arcgis/services/wonen/Wonen_WFS/MapServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,400,Bad Request,a0cc53ca-91ca-4357-9ed1-49a268d19fe3
bestand-veehouderij-bedrijven,http://geoservices.provincie-utrecht.nl:6080/arcgis/services/b01_5_4_vergunningen/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoservices.provincie-utrecht.nl', port=6080): Max retries exceeded with url: /arcgis/services/b01_5_4_vergunningen/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities (Caused by ConnectTimeoutError(<requests.packages.urllib3.connection.HTTPConnection object at 0x2354cd0>, 'Connection to geoservices.provincie-utrecht.nl timed out. (connect timeout=3)'))",e378acee-8280-471f-9d82-92009086f9f7
bestemmingsplancontouren-vigerende-plannen,http://Server=skp10.zwolle.intern; Service=5152; User=geo; Version=SDE.DEFAULT,0,"HTTPConnectionPool(host='Server=skp10.zwolle.intern;%20Service=5152;%20User=geo;%20Version=SDE.DEFAULT', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', gaierror(-2, 'Name or service not known')))",d6060fbb-82fb-48d2-9fdc-69ba26fdaa2a
bevolkingskernen-2011-01,http://geodata.nationaalgeoregister.nl/bevolkingskernen2011/atom/bevolkingskernen2011.xml,501,Not Implemented,04841bcd-d394-4338-af46-de190be783e2
beweegbare-bruggen,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",4404d936-8a8b-45e3-9382-fd8b3c82421c
bijzonder-gebied-natuurbeheerplan-2015,http://geoservices.zuid-holland.nl/arcgis/services/Landelijk_gebied/Landelijk_gebied_NBP/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,400,Bad Request,0f3263fd-d5be-4303-bc4f-35c711787363
bkl-contour-luchthaven-lelystad,http://\\Dattero\kgodata\Geo_Data\Metadata\metadata.gdb,0,"HTTPConnectionPool(host='%5C%5CDattero%5Ckgodata%5CGeo_Data%5CMetadata%5Cmetadata.gdb', port=80): Max retries exceeded with url: / (Caused by ProtocolError('Connection aborted.', gaierror(-2, 'Name or service not known')))",58cde48e-1565-4e14-b692-ea7fc3c7b982
bodemonderzoekslocaties,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",578bd206-e82e-4d2f-a3d7-0bbe84e4526a
brandstoftanks,http://geoservices.provincie-utrecht.nl/arcgis/services/m01-2_bodem/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoservices.provincie-utrecht.nl', port=80): Max retries exceeded with url: /arcgis/services/m01-2_bodem/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoservices.provincie-utrecht.nl', port=80): Read timed out. (read timeout=3)"",))",240a3466-eb64-40e7-af98-a3c6b1861f84
bufferzones-rond-verzuringsgevoelige-gebieden,http://geoservices2.provinciegroningen.nl/arcgis/services/OpenData1/MapServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,404,Not Found,23cdfacd-02a7-4285-9ac9-872069f09bbb
bungalowparken,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",3dd7c059-c03c-4c07-bc3b-c8883607ef3e
campings,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",241dc903-db9a-4841-abf3-1c7f27a7c9c3
carpoolplaatsen-bezettingsgraad-en-voorzieningen-2014,http://Server=sde; Service=sde:oracle$sde:oracle11g:geopp; User=verkeer; Version=SDE.DEFAULT?SERVICE=WFS&REQUEST=GetCapabilities,0,Failed to parse: Server=sde; Service=sde:oracle$sde:oracle11g:geopp; User=verkeer; Version=SDE.DEFAULT,c835351a-b30b-43c7-924f-0a2ad7828468
chat-archeologie-vlakken,http://geoservices.provincie-utrecht.nl/arcgis/services/t01-4_cultuur/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoservices.provincie-utrecht.nl', port=80): Max retries exceeded with url: /arcgis/services/t01-4_cultuur/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoservices.provincie-utrecht.nl', port=80): Read timed out. (read timeout=3)"",))",d4c7ef0c-3426-42bc-b4b0-62cdaad25586
chat-militair-erfgoed-lijnen,http://geoservices.provincie-utrecht.nl/arcgis/services/t01-4_cultuur/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoservices.provincie-utrecht.nl', port=80): Max retries exceeded with url: /arcgis/services/t01-4_cultuur/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoservices.provincie-utrecht.nl', port=80): Read timed out. (read timeout=3)"",))",0c6f87bf-f1c0-4ae0-8127-9937aefbc43a
cloudcover-nubiscope,ftp://data.knmi.nl/download/bedekkingsgraad_nubiscope/1.0,0,500 service unavailable,a85db5d8-9a93-4c7e-b531-b3dc837c265d
clusters-geluid-provinciale-wegen,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,93424748-2cf7-42d4-b829-d3e412167a7d
clusters-geluid-railverkeer,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,af4bf335-9aa8-427f-aa6a-9d8b29a124c7
clusters-geluid-rijkswegen,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,aa4f6902-b87c-4779-a283-cd1382ff71c0
clusters-no2,http://Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,0,Failed to parse: Server=b_geomagazijn; Service=sde:oracle11g:b_geomagazijn; User=geo; Version=SDE.DEFAULT,faa3dbcd-f973-49ed-bbe9-2eaf13805b53
clusters-no2-wegen,http://Server=sde; Service=sde:oracle$sde:oracle11g:geopp; User=milieu; Version=SDE.DEFAULT?SERVICE=WMS&REQUEST=GetCapabilities,0,Failed to parse: Server=sde; Service=sde:oracle$sde:oracle11g:geopp; User=milieu; Version=SDE.DEFAULT,c4572f39-f3df-4f0b-a5c3-d47d4f4a1339
clusters-pm10-wegen,http://Server=sde; Service=sde:oracle$sde:oracle11g:geopp; User=milieu; Version=SDE.DEFAULT?SERVICE=WMS&REQUEST=GetCapabilities,0,Failed to parse: Server=sde; Service=sde:oracle$sde:oracle11g:geopp; User=milieu; Version=SDE.DEFAULT,842524cd-3e84-479b-b8b2-5dfa0f666cdb
collectief-beheerplan-natuurbeheerplan-2015,http://geoservices.zuid-holland.nl/arcgis/services/Landelijk_gebied/Landelijk_gebied_NBP/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,400,Bad Request,d9d82d03-e109-4602-acd4-f447ae9f6a40
cultuurhistorie-oude-paden-nieuwe-wegen-aanvullingen-lijnlocaties,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",6f21f8c4-c927-4357-b2c7-2b3d15360a33
cultuurhistorie-oude-paden-nieuwe-wegen-aanvullingen-puntlocaties,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",57854e02-ced6-4259-96f6-7bd93a0bb303
cultuurhistorie-oude-paden-nieuwe-wegen-kaart-1979,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",f2fb4d4d-9050-44a2-a9ea-6d93f88c08f6
cultuurhistorische-kaart-chk2-delfts-rood,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",9b4672ab-c27b-41e9-9bdc-faaca945247d
cultuurhistorische-kaart-chk2-dijken,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",58ebb6e0-a9a9-4d2b-b308-f939f33021d0
cultuurhistorische-kaart-chk2-eendenkooien,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",b5145d2b-64e0-4b4f-a3de-127faa6ec808
cultuurhistorische-kaart-chk2-historie-vaarwegenstelsel,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",fcaa9416-9833-49f7-9848-e0913d309ae8
cultuurhistorische-kaart-chk2-historische-boerenerven,http://geoportaal.fryslan.nl/arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities,0,"HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Max retries exceeded with url: /arcgis/services/ProvinciaalGeoRegister/PGR_features/GeoDataServer/WFSServer?SERVICE=WFS&REQUEST=GetCapabilities (Caused by ReadTimeoutError(""HTTPConnectionPool(host='geoportaal.fryslan.nl', port=80): Read timed out. (read timeout=3)"",))",44c7fdfe-ddc0-4fb0-ad8d-3fe6a1566f93
